idBuku,judulBuku,tipe,penerbit,tahun,deskripsi
3927.0,Patologi Umum dan Sistematik Volume 2,Buku,EGC,2000,"Buku ini berisi tentang sistem kardiovaskuler, traktus respiratorius, mamma, sistem pencernaan, sistem endokrin, kulit, darah & sumsum tulang, sistem saraf pusat & saraf tepi, dll"
3928.0,Vaksin Human Papilloma Virus & Eradikasi Kanker Mulut Rahim,Buku,Sagungseto,2007,"Buku ini berisi tentang kanker mulut rahim, human papilloma virus, respons imunologi thdp infeksi HPV, Vaksin human papilloma virus, vaksin HPV pada penderita & immunocompromised yang lain dll."
3929.0,"Buku Ajar Fundamental Keperawatan: Konsep, Proses & Praktik vol.2",Buku,EGC,2011,"Buku ini berisi tentang komponen integral perawatan klien, promosi kesehatan psikososial, promosi kesehatan fisiologi dll."
3930.0,Farmakologi Dasar Dan Klinik 2,Buku,Salemba,2001,"Pengantar farmakologi obat-obat SSP, obat sedatif-hipnotik, alkohol, obat-obat antiseizure, anestetika umum, anestetika lokal, relaksan otot rangka,Dll"
3931.0,Rustam Mochtar Sinopsis Obstetri Jil. 1,Buku,EGC,2012,"Buku ini berisi tentang anfis alat-alat kandungan, mudigah, janin & wanita hamil, janin, jalan lahir & tenaga, persalinan, mekanisme & pimpinan persalinan, patologi nifas, patologi neonatus, syok, radiologi & ultrasonografi dlm obstetri, kelainan pada persalinan, masa nifas & perawatan bayi dll."
3932.0,Panduan Senam Bayi,Buku,Puspa Swara,2006,"Buku ini berisi tentang si kecil aktif, orangtua bahagia, mengenal perkembangan bayi, manfaat & aturan senam bayi, gerakan-gerakan senam bayi dll."
3933.0,Sitologi Pap Smear,Buku,EGC,2009,"Buku ini berisi tentang sitologi ginekologik apusan pap, pemeriksaan sitologi apusan pap, konsultasi sitologi apusan pap, interpretasi dasar sitologi ginekologik, sitologi inflamasi vagina & serviks, sitologi neoplasia, pelaporan & klasifikasi sitologi ginekologik dsb."
3934.0,Baby Massage: Kekuatan Menenangkan Dari Sentuhan,Buku,Dian Rakyat,2008,"Buku ini berisi tentang mengapa pijat, persiapan memijat, memulai pemijatan, bagian depan tubuh, bagian belakang tubuh bayi, kepala & wajah dll."
3935.0,Epidemiologi Kanker Pada Wanita,Buku,Salemba,2010,"Buku ini berisi tentang ukuran dlm epidemiologi, desain studi epidemiologi, konsep penyebab penyakit kanker ginekologi, upaya pencegahan penyakit kanker ginekologi, skrining(screening), kanker payudara, kanker serviks, kanker vagina, kanker vulva, kanker ovarium, kanker endometrium, penyakit trofoblastik gestasional dsb."
3936.0,English For Midwives: Practical Guidance For Antenatal Care,Buku,Elexmedia,2012,"Buku ini berisi tentang grammatical review, client admission, midwifery care during pregnancy, midwifery care after delivery, reading materials dsb."
3937.0,Abortus Berulang,Buku,Refika Aditama,2009,"Buku ini berisi tentang aspek klinis abortus, endokrinologi abortus, genetika abortus, sitokin perifer abortus, sitokin desidua abortus, infeksi & abortus, etiologi abortus, penatalaksanaan abortus dll."
3938.0,Solusi Problem Persalinan: Seri Kesehatan Wanita,Buku,Puspa Swara,2008,"Buku ini berisi tentang kelainan letak plasenta, plasenta lepas, persalinan lama, sungsang, janin besar, tumor, pembuluh darah pecah, persalinan dini, ketuban pecah dini, dll."
3939.0,Persalinan,Buku,Elexmedia,2012,"Buku ini berisi tentang pemeriksaan awal & penerimaan diruang bersalin, persalinan kala satu, metode non-farmakologis untuk mengatasi nyeri persalinan, penggunaan air dlm persalinan, persalinan kala dua, persalinan kala tiga, pelahiran sesar, penjahitan perineum dll."
3940.0,Panduan Lengkap Kebidanan,Buku,Palmall,2008,"Buku ini berisi tentang tugas-tugas umum kebidanan, kehamilan, persalinan & melahirkan, meningkatkan keahlian & pengetahuan tentang kesehatan dll."
3942.0,Buku Saku Hematologi,Buku,Elexmedia,2001,"Buku ini berisi tentang anemia, anemia dg MCV rndah, anemia dgn MCV tinggi, kelainan emoglobin S & C, kelainan perdarahan: pndekatn diagnosis, antikoagulasi, kelainan pembekuan darah, polisitemia, sel-sel drah putih: klainan kuantitatif."
3943.0,Buku Hematologi-Onkologi Anak,Buku,Sagung Seto,2006,"Buku ini membahas tentang Sel darah merah, Sel darah putih, imunohematologi, Transfusi darah dan transplantasi, onkologi dan kedaruratan onkologi anak."
3944.0,Hematologi Klinik Ringkas,Buku,Elexmedia,2007,"Buku ini menjelaskan tentang hematologi dasar, sistem eritroid, anemia megalobalisme, anemia hemolitik, keganasan hematologik, hemostasis, thrombosis, transfusi darah dll."
3945.0,Kapita Selekta Hematologi,Buku,EGC,2005,"Buku ini berisi tentang pmbentukan sel darah, eritropoiesis & aspek umum anemia, anemia hemolitik, transplantasi sel induk, leukimia akut, anemia aplastik & kegagalan sumsum tulang, tranfusi darah dsb."
3948.0,The Power of Jamu: Kekayaan dan Kearifan Lokal Indonesia,Buku,Kompas Gramedia,2015,"Buku ini berisi tentang sehat & bahagia berkat jamu pengalaman khusus martha tilaar, filosofi jamu, penggunaan jamu dalam aromaterapi untuk mendukung kecantikan, konsep siklus kehidupan dll."
3949.0,Pedoman Penyelenggaraan Pelatihan Pencegahan dan Penanggulangan Kegemukan dan Obesitas Pada Anak Sekolah,Buku,KemenKes RI,2013,"Buku ini berisi tentang peran, fungsi dan kompetensi, tujuan pelatihan, garis besar program pengajaran (GBPP), diagram proses pembelajaran, evaluasi dll."
3951.0,Kebidanan Komunitas,Buku,EGC,2009,"Buku ini berisi tentang konsep dasar kebidanan komunitas, indonesia sehat 2010, bidan di komunitas, infertilitas, safe motherhood, persalinan & asuhan di rumah, desa siaga dll."
3952.0,Kiat Mudah Mengatasi Kanker Serviks,Buku,Aulia Publihing,2013,"Buku ini berisi tentang mengenal kanker serviks, kenali penyebabnya, perhatikan tanda-tandanya, bagaimana mencegahannya?, bagaimana mengobatinya dll."
3954.0,Jurnal Kesehatan masyarakat Nasional vol.9 No.3 Februari 2015,Jurnal Kesehatan Masyarakat,FKM UI Press,2015,"Jurnal ini berisi tentangdeterminan perilaku tes HIV pada ibu hamil, efektivitas air perasan kulit jeruk manis sebagai larvasida nyamuk, pengaruh faktor personal terhadap perilaku seksual pranikah pada remaja, determinan stres pada pegawai kementerian kesehatan Indonesia, lama merokok dan jumlah konsumsi rokok terhadap trombosit pada laki-laki perokok aktif dst"
3955.0,Pelatihan Klinik Pelayanan Obstetri-Neonatal Emergensi Dasar,Buku,IBI,2008,"Buku ini berisi tentang kegawatdaruratan partograf dan penjegahan perdarahan pascapersalinan, perdarahan pospartum, perdarahan pada kehamilan muda, preeklampsia-eklampsia, distosia bahu, ekstraksi vacum, demam nifas, BBLR hipotermi, hipoglikemia, ikterus, infeksi neonatal, asfiksia pada BBL, gangguan napas pada BBL, kejang pada BBL, kegawatdaruratan obstetri dan neonatal terpadu dst"
3957.0,Jurnal Gizi dan Pangan Vol. 9 No.2 Juli 2014,eBook Kesehatan Masyarakat,FEMA IPB,2014,"Jurnal Ini berisi artikel tentang formulasi cincau jelly drink ( premna oblongifolia merr ) sebagai pangan fungsional sumber antioksidan, pengaruh intervensi penambahan fitosterol pada minyak goreng sawit terhadap profil lipid subjek dengan sindroma metabolik, kebiasaan sarapan, status gizi dan kualitas hidup remaja SMP Bosowa Bina Insani Bogor, persepsi tubuh dan gangguan makanan pada remaja perempuan, kebiasaan makan sayur dan buah ibu saat kehamilan kaitannya dengan konsumsi sayur dan buah anak usia prasekolah dst."
3958.0,Jurnal Gizi dan Pangan Vol. 9 No.1 Maret 2014,Jurnal Kesehatan Masyarakat,FEMA IPB,2014,"Jurnal ini berisi artikel tentang hubungan asupan gizi dan tinggi badan ibu dengan status gizi anak balita, hubungan asupan serat makanan dan air dengan pola defekasi anak sekolah dasar di kota bogor, pengaruh suplemen antioksidan terhadap kadar malondialdehid plasma mahasiswa IPB, konsumsi pangan dan gizi serta skor pola pangan harapan pada dewasa usia 19-49 tahun di Indonesia dst."
3959.0,Penanggulangan Wabah oleh Puskesmas,Buku,Bina Rupa Aksara,2011,"Buku ini menjelaskan tentang pemyakit menular, peristiwa wabah, penanganan wabah, menetapkan terjangkitnya keadaan wabah, pelaporan wabah dll."
3960.0,General Nursing-Midwifery Sciences,Buku,Salemba,2010,"Buku ini berisi tentang the integumentary system, the cardiovaskular system, the respiratory system, the digestive system, the eye and ear dll."
3961.0,Buku Ajar Aspek Psikoseksual Dalam Keperawatan,Buku,Widya Medika,1999,"Buku ini membahas tentang Landasan teoti, proses perkembangan kesadaran diri, faktor yang mempengaruhi seksualitas, rentang respons seksual proses keperawatan dsb."
3962.0,"Buku Ajar Ilmu Gizi Obesitas, Diabetes Melitus & Dislipidema: Konsep, Teori dan Penanganan Aplikasi",Buku,EGC,2011,"Buku ini berisi tentang obesitas, diabetes melitus, dislipidemia, penilaian status gizi perorangan, dasar penghitungan kebutuhan akan energi, interaksi obat-zat gizi dll."
3963.0,Gizi dan Kesehatan Masyarakat,Buku,Departemen Gizi & Kesmas,2008,"Buku ini berisi tentang ilmu gizi dasar, kecukupan energi, zat gizi, gizi dalam daur kehidupan, konsumsi kalsium pada remaja, penyakit kurang gizi, anemia, gangguan akibat kekurangan yodium, gizi ibu, kesehatan reproduksi, penilaian status gizi, perencanaan dan intervensi program gizi, komunikasi informasi, edukasi gizi dll."
3964.0,"Menulis Karya Ilmuah Untuk Jabatan Guru: Bimbingan Praktis, Mudah & Aplikasi",Buku,GP Press,2009,"Buku ini berisi tentang jenis dan bentuk tulisan, pengembangan profesi guru, penelitian tindakan kelas, mengenal teknik penulisan dll"
3965.0,Bahan Ajar Pemeriksaan Fisik Pada Bayi dan Anak,Buku,TIM,2009,"Buku menjelaskan tentang pengkajian pemeriksaan fisik, pengkajian pada bayi, pengkajian pada anak, dsb"
3966.0,Internet Wifi Untuk Pengendalian Robot,Buku,Dinas Pendidikan,2014,"Buku ini berisi tentang robot, pengendalian dan pengontrolan, jaringan nirkabel, website dan webserver, embedded system dan mikrokontroller, komponen elektronika, perancangan robot internet nirkabel (IP Wireless Robot), pengujian hasil perancangan robin, robin website control, implementasi robot internet nirkabel dll."
3967.0,Ilmu Lingkungan,Buku,ITB,1997,"berisi tentang sistem pertanian, hutan, danau, lingkungan hidup manusia dan penyakit menular, serta pengembangan tatakota, tatawilayah dan perencanaan nasional"
3968.0,Polusi Air dan Udara,Buku,Canisius,2006,"polusi air, polusi udara,."
3969.0,AMDAL : Analisis Mengenai Dampak Lingkungan,Buku,UMM Press,2006,"Buku ini berisi tentang baku mutu lingkungan hidup, sistem pengelolaan lingkungan, baku mutu air, pelingkupan, identifikasi dampak lingkungan, metode prakiraan lingkungan, metode evaluasi dampak dll."
3970.0,"Aspek Sosial AMDAL: Sejarah,Teori Dan Metode",Buku,Gadjah Mada University Press,0,"Buku berisi tentang paradigma sosial AMDAL, Metodologi AMDAL, teknik pengumpulan data dalam aspek sosial AMDAL, pendekatam sosial dalam rencana pengelolaan & pemanfaatan lingkungan, partisipasi masyarakat dalam AMDAL dll."
3971.0,Teknik sumber daya air,Buku,Erlangga,1989,"berisi tentang hidrologi, air tanah, konsep peluang dalam perencanaan, UUD tentang air"
3976.0,Asuhan Neonatus Bayi & Balita,Buku,Fitramaya,2011,"Buku ini berisi tentang lingkup asuhan neonatus, bayi & anak balita, konsep asuhan neonatus, bayi & balita, asuhan pada bayi usia 2-6 hari, asuhan primer pada bayi usia 6 minggu pertama, neonatus & bayi dengan masalah yang lazim terjadi, sistem rujukan dokumentasi dengan metode SOAP, imunisasi pada neonatus, bayi & anak balita dll."
3978.0,Farmakologi Untuk Keperawatan,Buku,Widya Medika,2002,"Pengantar farmakologi dan interaksi obat, permasalahan obat, toksikologi, kalkulasi dosis oobat, terapi farmakologi pada maternal, terapi intravena, terapi farmakologi pada penyakit kardiovaskular,DLL"
3979.0,"Diagnosis Keperawatan ; apalikasi pada praktik lklinis, Ed. 9",Buku,EGC,2009,"berisi tentang mengaitkan dan pengkajian dengan diagnosis keperawatan,menyusun rencana perawatan yang efektif"
3980.0,"The Indonesian Journal of Occupational Safety and Health Vol.3 No.1, Juni - Desember 2014",Jurnal Kesehatan Masyarakat,FKM Unair,2014,"Jurnal ini berisi tentang hubungan pemenuhan kebutuhan kalori kerja dengan produktivitas di pabrik sepatu, risk assessment kecelakaan kerja pada unit windin PT. kusumaputra santosa, analisis hubungan faktor pekerjaan dengan stres kerja bidan di RS. Syamrabu Bangkalan, penerapan CSMS (Contractor Safety Management System) sebagai upaya pencegahan kecelakaan kerja dst."
3981.0,Bidan Tahun ke-XII edisi 111 Oktober 2015,Majalah,Publish Media,2015,"Majalah ini berisi tentang 42.245 bidan PTT akan diangkat menjadi PNS tahun 2016, ketua IBI Jatim Support bidan PTT, pemprov Jatim kirim surat ke presiden  agar 3.408 bidan PTT diangkat PNS, Rieke: tanpa payung hukum nasib bidan PTT tetap tidak jelas dll"
3982.0,Bidan Tahun ke-XII edisi 112 Desember 2015,Majalah,Publish Media,2015,"Majalah ini berisi tentang duka bidan di penghujung tahun 2015, kemenkes terima laporan adanya pungli saat perpanjangan bidan PTT, pelantikan bidan baru program studi pendidikan bidan universitas airlangga, wisuda dan pelantikan akademik kebidanan delima persada gresik, bidan galang petisi online desar DPR segera sahkan RUU kebidanan menjadi UU dll"
3983.0,Indonesian Journal of Obstetrics and Gynecology Volume 3 No.3 July 2015,Jurnal Kebidanan,POGI,2015,"Jurnal ini berisi tentang husband's support is a main factor associated with contraceptive practices, female sexual function at three month post-delivery in spontaneous labor and cesarean section, endometrial histology in abnormal uterine bleeding with risk factors dll."
3984.0,Merancang Karya Tulis Ilmiah,Buku,Rosda,2010,"Buku ini berisi tentang karya tulis ilmiah, karakteristik KTI, struktur KTI, gagasan keilmuan dalam KTI, teknik menyusun KTI, Aspek kebahasaan, pengembangan KTI dll"
3987.0,Diabetes,Buku,Gramedia,2006,"Buku ini berisi tentang apa itu diabetes, apa penyebabnya, bagaimana mencegahnya, apa yang diberikan dokter, upaya pengobatan komplementer, hidup  bersama diabetes."
3988.0,Pengembangan Kepribadian Bagi Para Profesional,Buku,Dinas Pendidikan,2011,"Buku ini berisi tentang pengembangan kepribadian, mengenal diri sendiri, mengatur diri sendiri, percaya diri, komunikasi yang efektif, profesionalisme, etiket bergaul di kantor, ruang lingkup pergaulan, hubungan antar pribadi, presentasi dll."
3989.0,Cara Mudah Membangun Informasi Dengan Website,Buku,Dinas Pendidikan,2014,"Buku ini berisi tentang membangun informasi melalui website, setting tampilan web dengan (CSS) casecade Style Style, membangun informasi dengan PHP, database PHPMY Admin, membangun informasi dengan Javascript dll."
3990.0,Speaking For Communication,Buku,Dinas Pendidikan,2014,"Buku ini berisi tentang effective speaking, topic discussion part a, topic discussion part b, act it out, dll"
3991.0,Manajemen Keperawatan: Aplikasi Dalam Praktik Keperawatan Profesional,Buku,Salemba Medika,2014,"Buku ini mencakup tren isu pengelolaan manajemen keperawatan, etika keperawatan, konsep manajemen dan kepemimpinan keperawatan dll"
3993.0,Dampak Pencemaran Lingkungan,Buku,Andi,1994,"berisi tentang daya dukung alam, dalam industri dan teknologi, usaha penanggulangan dampak pencemaran lingkungan"
3994.0,Atur diri sendiri paradigma baru pengelolaan lingkungan hidup,Buku,UGM Press,2001,"berisi tentang kondisi lingkungan hidup, sistem pengelolaan, atur diri sendiri untuk pembangunan ramah lingkungan"
3995.0,Pencemaran Lingkungan,Buku,Rineka Cipta,2000,"berisi tentang pencemaran dan kimia lingkungan, pencemaran tanah, air, udara, makanan dan obat obatan"
3996.0,Lingkungan hidup: kelesatariannya,Buku,Alumni,1994,"Berisi tentang perkembangan ekologi dan sumber alam, polusi, hubungan lingkungan dengan pembangunan, serta analisis dampak lingkungan"
3997.0,"Menangani Banjir, kekeringan, dan lingkungan",Buku,UGM Press,2005,"beirisi tentang konsep penanganan banjir dan kekeringan, konsep eko-hidraulik,"
3998.0,Pengembangan sumber daya air terpadu,Buku,Graha Ilmu,2007,Berisi tentang pengembangan sumber daya air
3999.0,Sertifikasi ISO 14001 : Sistem Manajeman lingkungan,Buku,Prehalllindo,1996,"buku ini tentang manfaat sertifikasi ISO 14001, unsur unsur awal lingkungan dan komponen komponen yg diperlukan serta program pengelolaan lingkungan dan prosedur pengawasa operasional"
4000.0,Dasar-dasar epidemiologi,Buku,WHO,1993,"buku ini ukuran kesehatan dan penyakit, dasar statistik, epidemiologi : pelayanan kesehatan, dan kebijaksanaan kesahatan"
4001.0,Buku Ajar AsKeb Pada Ibu Nifas,Buku,Airlangga,2009,"Buku ini menjelaskan tentang  konsep dasar masa nifas, proses laktasi & menyusui, respon orang tua trhdp BBL, perubahan fisiologis masa nifas, proses adaptasi psikologis masa nifas, kebutuhan dasar ibu pda masa nifas dll."
4002.0,Asuhan Kebidan Pada Masa Nifas,Buku,Salemba,2009,"Buku ini membahas tentang konsep dasar nifas, proses laktasi & menyusui, perubahan fisiologis pada masa nifas, proses adaptasi psikologis ibu pada masa nifas, kebutuhan dasar ibu pada masa nifas dll."
4003.0,Farmakologi Kebidanan,Buku,Elexmedia,2004,"Buku ini berisi tentang prinsip-prinsip farmakologi, hukum, obat & bidan, pereda nyeri dlm persalinan, antlemetik, penyimpanan kardiovaskuler pd kehamilan, penatalaksanaan keasaman lambung pd kehamilan dll."
4004.0,Teknologi Penyediaan Air Bersih,Buku,Rineka Cipta,2004,"Pendahuluan , hubungan aair dengan kesehatan, penyediaan air bersih, tinjauan standar kualitas air minum dan latar belakang alasan penetapnya, prose pengolahan air, tata cara dalam pencemaran air,lampiran- lampiran, daftar pustaka."
4005.0,"Kumpulan materi rapat kerja kesehatan daerah kabupaten serang Tahun 2004 Meningkatkan peran dan fungsi puskesmas dalam rangka menuju serang sehat 2008"" 21-23 september 2004""",Buku,Dinkes Kab. Serang,2004,peran dan fungsi puskesmas
4006.0,Panduan Penyusunan Peraturan daerah penanggulangan HIV /AIDS,Buku,Komisi Penanggulangan Aids,2009,"program penanggulangan HIV dan Aids, Perencanaan PERDA, dll"
4007.0,"Pedoman nasional perawatan, dukungan dan pengobatan bagi Odha",Buku,Dir. Jendral Pemberantasan Penyakit Menular & Penyehatan Lingkungan Depkes RI,2003,"Perawatan HIV, konseling, dan pengobatan"
4008.0,Strategi Nasional Penanggulangan HIV / AIDS 2003-2007,Buku,Komisi Penanggulangan Aids,2003,"Strategi dan area prioritas penanggulangan AIDS/HIV, dan kerjasama Nasioanal dan Internasional"
4009.0,10 Langkah mempengaruhi kebijakan,Buku,Komisi Penanggulangan Aids,2010,"buku ini berisi POKja inti, kajian dan olah data, sosialisasi dan mobilisasi serta, mempengaruhi pembuatan kebijakan."
4010.0,Modul Prilaku Hidup Bersih dan sehat,Buku,Dinkes Kab. Serang,2005,"buku ini berisi tentang program PHBS, indikator perilaku hidup bersih"
4011.0,Buku Pedoman Pembinaan program prilaku hidup bersih dan sehat di Tatanan Rumah Tangga,Buku,Depkes RI,1999,buku ini berisi tentang program PHBS di tatanan rumah tangga dan indikator
4012.0,Menjaga Kesahatan rumah dari berbagai penyakit,Buku,Fitramaya,2004,"berisi tentang keluarga sehat, sakinah, cara cara penularan penyakit, kekebalan dan penyakit menular"
4013.0,Pengantar sanitasi makanan,Buku,Alumni,1986,"buku ini berbagai fakata tentang pentingya jasad renik dalam sanitasi makanan, beberapa penyakit karena makanan yg rusak"
4014.0,Dasar-dasar demografi,Buku,FE UI,1981,"buku ini tentang arti dan tujuan demografi, struktur dan persebaran penduduak, migrasi, perkawinan dan perceraian."
4015.0,Pedoman pelaksanaan klinik sanitasi untuk puskesmas,Buku,Depkes RI,1999,"Buku ini berisi tentang tujuan klinik sanitasi, sasaran, lingkup, operasional dan kegiatan klinik sanitasi"
4017.0,Kumpulan modul kursus hygiene sanitasi makanan dan minuman,Buku,Depkes RI,2006,"buku ini berisi penyelenggaraaan kursus hygiene sanitasi makanan, peraturan undang-undang, bakti pencemar makanan dan lainnya."
4019.0,"Kumpulan materi rapat kerja kesehatan daerah kabupaten serang Tahun 2004 Meningkatkan peran dan fungsi puskesmas dalam rangka menuju serang sehat 2008"" 21-23 september 2004""",Buku,Dinkes Kab. Serang,2004,peran dan fungsi puskesmas
4020.0,Panduan Penyusunan Peraturan daerah penanggulangan HIV /AIDS,Buku,Komisi Penanggulangan Aids,2009,"program penanggulangan HIV dan Aids, Perencanaan PERDA, dll"
4021.0,"Pedoman nasional perawatan, dukungan dan pengobatan bagi Odha",Buku,Dir. Jendral Pemberantasan Penyakit Menular & Penyehatan Lingkungan Depkes RI,2003,"Perawatan HIV, konseling, dan pengobatan"
4022.0,Strategi Nasional Penanggulangan HIV / AIDS 2003-2007,Buku,Komisi Penanggulangan Aids,2003,"Strategi dan area prioritas penanggulangan AIDS/HIV, dan kerjasama Nasioanal dan Internasional"
4023.0,10 Langkah mempengaruhi kebijakan,Buku,Komisi Penanggulangan Aids,2010,"buku ini berisi POKja inti, kajian dan olah data, sosialisasi dan mobilisasi serta, mempengaruhi pembuatan kebijakan."
4024.0,Modul Prilaku Hidup Bersih dan sehat,Buku,Dinkes Kab. Serang,2005,"buku ini berisi tentang program PHBS, indikator perilaku hidup bersih"
4025.0,Buku Pedoman Pembinaan program prilaku hidup bersih dan sehat di Tatanan Rumah Tangga,Buku,Depkes RI,1999,buku ini berisi tentang program PHBS di tatanan rumah tangga dan indikator
4026.0,Mengenal Asi Eksklusif,Buku,Trubus Agriwidya,2000,"Buku ini membahas tentangmengenal ASI Eksklusif, mengapa menyusui?, payudara, mata air susu ibu yang ajaib, komposisi ASI, ASI vs Susu sapi/ formula, pijat bayi meningkatkan produksi ASI, mengapa banyak ibu tidak menyusui secara eksklusif?"
4028.0,Panduan Ingin Hamil Cara menentukan masa Subur,Buku,Swarna Bhumi,2010,"Buku ini berisi tentang terjadinya kehamilan secara alami, anatomi sistem reproduksi manusia, peran hormon reproduksi, sel telur dan ovulasi, endometrium & siklus haid, fertilisasi & implantasi, cara menentukan ovulasi dll."
4030.0,Penuntun Praktikum Keterampilan Kritis III,Buku,Salemba Medika,2011,"Buku ini berisi tentang perawatan WSD, perawatan luka, asuhan persalinan normal, pemotongan & pengikatan tali pusat, perawatan tali pusat, perawatan payudara memandikan BBL, hecting, pemberian imunisasi dll."
4031.0,Panduan Pelayanan Kesehatan Ibu & Anak,Buku,Binarupa Aksara,2011,"Buku ini berisi tentang tinjauan menyeluruh thdp msalah yg berhubungan dgn program, perencanaan keterpaduan dsb."
4032.0,Kehamilan Dari pembuahan hingga Kelahiran,Buku,Dian Rakyat,2010,"Buku ini berisi tentang pembuahan, diet & kesehatan, olahraga & relaksasi, anda & bsyi, perawatan kehamilan & persalinan, arsip pribadi dll."
4033.0,Pengkajian Pediatrik: Seri Pedoman Praktis,Buku,Elexmedia,2009,"Buku ini berisi tentang memulai pengkajian, aspek riwayat kesehatan, pengkajian keluarga, kunjungan & pengkajian di rumah, pengkajian fisik, persiapan utk pemeriksaan, pengukuran tanda-tanda vital dll."
4035.0,ASI Dari Ayah Untuk Ibu & Bayi,Buku,Semesta Media,2009,"Buku ini berisi tentang tahukah ayah fakta lain tentang ASI bagi tumbuh kembang bayi & balita, ayah dapat membantu meyakinkan ibu tentang cara pemberian ASI, peran ayah dlm membantu kelancaran proses menyusui, dll."
4036.0,Buku Saku Manajemen Masalah Bayi Baru Lahir,Buku,EGC,2008,"Buku ini berisi tentang pengkajian, temuan, dan penatalaksanaan, prinsip perawatan bayi baru lahir, prosedur: resusitasi bayi yang bernapas, mengukur suhu tubuh, memberikan injeksi dll."
4040.0,Manajemen Kurikulum,Buku,Rajawali Press,2009,"Buku ini berisi tentang konsep dasar manajemen kurikulum, tugas dan peran kepala sekolah dalam manajemen kurikulum, fungsi-fungsi manajemen kurikulum, sunber daya pendukung keberhasilan pelaksanaan kurikulum, mengembangkan kurikulum muatan lokal, sertifikasi guru dalam jabatan, dll."
4045.0,Modul Pelatihan Pelayanan Kesehatan Peduli Remaja ( PKPR ) Bagi Tenaga Kesehatan,Buku,KeMenKes,2011,"Buku ini berisi tentang cara belajar partisipatif, tumbuh kembang remaja, kesehatan reproduksi remaja, infeksi Menular Seksual (IMS) dan infeksi saluran reproduksi (ISR), penyalahgunaan narkotika,osikotropika dan zat adiktif lainnya (NAPZA), pengenalan konsep gender, pendidikan ketrampilan hidup sehat (PKHS), peran rumah sakit dalam PKPR, jejaring dalam pelayanan kesehatan peduli remaja, teknik konseling kesehatan remaja bagi petugas PKPR dll"
4048.0,Peraturan MenKes RI no.1 Tahun 2013 ttg Pedoman Penyelenggaraan & Pembinaan Pos Kesehatan Pesantren ( POSKESTREN ),Buku,KeMenKes,2014,"Buku ini menjelaskan tentang pos kesehatan pondok pesantren ( POSKESTREN ), langkah pembentukan,penyelenggaraan kegiatan, pembinaan & pengembangan, indikator keberhasilan dll"
4050.0,Rencana Aksi Nasional Promoso Kesehatan Di Sekolah/ Madrasah 2013-2017,Buku,KeMenKes,2013,"Buku ini berisi tentang konsep promosi kesehatan di sekolah, tujuan dan sasaran promosi kesehatan di sekolah, rencana aksi nasional promosi kesehatan nasional, monitoring, evaluasi dan indikator dll"
4051.0,Pedoman Penyusunan Profil Promosi Kesehatan,Buku,KeMenKes,2012,"Buku ini berisi tentang promosi kesehatan, pencapaian kinerja program pemberdayaan masyarakat dan promosi kesehatan dll."
4052.0,Instrumen stimulasi deteksi dan intervensi dini tumbuh kembang anak,Buku,KemenKes RI,2014,"Buku ini berisi tentang umur anak dan jenis skrining/ deteksi dini penyimpangan tumbuh kembang, daftar pertanyaan untuk deteksi dini masalah mental emosional, KPSP pada bayi umur 3 bulan sampai 72 bulan dll."
4053.0,"Proceeding 1st ICTOH 2014 ( Indonesian Conference on Tobacco or Health 2014 )  Tobacco Control: Saves Lives. Saves Money """"",Prosiding Kesehatan Masyarakat,TCSC - IAKMI,2014,"Prosiding ini berisi tentang koalisi profesi kesehatan anti rokok, inisiatif pengembangan kawasan tanpa rokok, pendidikan dan program pencegahan perilaku merokok, dampak merokok terhadap kesehatan, rokok dan permasalahan sosial-ekonomi dll."
4054.0,Undang-undang Keperawatan,Buku,KemenKes RI,2015,Buku ini berisi tentang
4056.0,Materi peserta panduan pelatihan konseling pemberian makanan bayi dan anak,Buku,KemenKes RI,2012,"Buku ini berisi tentang situasi umum yang dapat mempengaruhi pemberian makan bayi dan anak, keterampilan konseling, ASI 'tidak cukup, anatomi payudara, pelekatan yang baik dan buruk, petunjuk membuat model payudara kain, praktek pemberian makanan tambahan yang dianjurkan dll"""
4057.0,Pedoman pelaksanaan stimulasi deteksi dan intervensi dini tumbuh kembang anak ditingkat pelayanan kesehatan dasar,Buku,KemenKes RI,2014,"Buku ini berisi tentang pertumbuhan dan perkembangan anak, stimulasi tumbuh kembang balita dan anak prasekolah, deteksi dini tumbuh kembang anak, intervensi dan rujukan dini penyimpangan tumbuh kembang anak, pencatatan, pelaporan, monitoring dan evaluasi dst."
4058.0,Apa dan mengapa tentang TABURIA panduan praktis bagi kader,Buku,KemenKes RI,2015,"Buku ini berisi tentang apa itu taburia?, apa manfaat taburia?, apa saja multivitamin dan mineral yang ada dalam taburia?, siapakah sasaran taburia?, berapa jumlah taburia yang diberikan, bagaimana cara pemberian taburia?, contoh formulir pendataansasaran dll."
4059.0,Kurikulum Pelatihan Pelayanan Kesehatan Kesehatan Peduli Remaja ( PKPR ),Buku,KemenKes RI,2011,"Buku ini berisi tentang training of trainer (TOT) pelayanan kesehatan peduli remaja (PKPR), pelatihan pelayanan kesehatan peduli remaja (PKPR) bagi tenaga kesehatan, pelatihan pelayanan kesehatan peduli remaja (PKPR) bagi konselor sebaya, dll."
